FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,age
Rami Hamed,185.42,170 lbs.,71,Orthodox,1991-04-25,
Matt Hamill,185.42,205 lbs.,76,Orthodox,1976-10-05,1613.0
Jeremy Hamilton,,185 lbs.,,,1984-11-14,
Anthony Hamilton,195.57999999999998,260 lbs.,76,Orthodox,1980-04-14,1784.0
CJ Hamilton,170.18,125 lbs.,68,Switch,1986-10-07,
Jared Hamman,190.5,185 lbs.,75,Orthodox,1982-03-07,1444.0
James Hammortree,190.5,185 lbs.,,Orthodox,1983-11-29,1385.0
Dean Hancock,,155 lbs.,,,,
Chad Hanekom,193.04,185 lbs.,74,Orthodox,1990-04-20,
Joachim Hansen,170.18,150 lbs.,,Southpaw,1979-05-26,
Kay Hansen,157.48000000000002,115 lbs.,63,Orthodox,1999-08-14,1182.0
Nasrat Haqparast,177.8,155 lbs.,72,Southpaw,1995-08-22,1156.0
Shin Haraguchi,165.1,145 lbs.,68,Switch,1998-11-27,
Janay Harding,,135 lbs.,,,,
Antoni Hardonk,193.04,245 lbs.,78,Orthodox,1976-02-05,1626.0
George Hardwick,177.8,155 lbs.,72,Orthodox,1996-12-06,
Harry Hardwick,172.72,155 lbs.,71,Switch,1994-09-29,1614.0
Dan Hardy,182.88,170 lbs.,74,Orthodox,1982-05-17,1453.0
Veronica Hardy,162.56,125 lbs.,64,Southpaw,1995-10-30,1087.0
Greg Hardy,195.57999999999998,265 lbs.,80,Orthodox,1988-07-28,1632.0
Tobias Harila,,--,,,1994-01-13,
Baru Harn,,265 lbs.,,,,
Scott Harper,182.88,185 lbs.,,Orthodox,1972-04-14,
Josiah Harrell,170.18,170 lbs.,68,Southpaw,1998-11-13,
Gerry Harris,203.2,270 lbs.,,Orthodox,,
Gerald Harris,180.34,185 lbs.,77,Southpaw,1979-11-19,1573.0
Phil Harris,162.56,125 lbs.,65,Orthodox,1983-09-04,1517.0
Walt Harris,195.57999999999998,250 lbs.,77,Southpaw,1983-06-10,1590.0
Dhafir Harris,,257 lbs.,,,1977-08-04,
Trevor Harris,167.64000000000001,145 lbs.,,,,
Carlston Harris,182.88,170 lbs.,76,Orthodox,1987-07-09,1765.0
Kayla Harrison,172.72,135 lbs.,66,Southpaw,1990-07-02,1762.0
Collin Hart,185.42,185 lbs.,,Orthodox,1989-10-12,1226.0
Joey Hart,190.5,170 lbs.,79,Orthodox,1997-06-24,
Dale Hartt,177.8,155 lbs.,69,Orthodox,1979-04-04,1528.0
Luke Hartwig,,--,,,,
Clay Harvison,185.42,170 lbs.,74,Orthodox,1980-09-25,1624.0
Hidehiko Hasegawa,175.26,170 lbs.,,,1978-07-13,
Chris Haseman,180.34,205 lbs.,,Orthodox,1969-06-02,1727.0
Takayo Hashi,162.56,135 lbs.,,Orthodox,1977-10-02,
Tomohiko Hashimoto,182.88,250 lbs.,,Orthodox,,
Justin Haskins,177.8,170 lbs.,,Orthodox,1979-08-30,
Hayder Hassan,177.8,170 lbs.,,,1982-10-20,1707.0
Ahmad Hassanzada,185.42,155 lbs.,75,Orthodox,1996-11-20,
Daiki Hata,167.64000000000001,139 lbs.,,Orthodox,1982-08-24,
John Hathaway,185.42,170 lbs.,75,Orthodox,1987-07-23,1192.0
Phil Hawes,182.88,185 lbs.,77,Orthodox,1989-01-08,1658.0
Justin Hawes,180.34,205 lbs.,,,1979-01-13,
Chris Hawk,185.42,205 lbs.,,,,
Del Hawkins,165.1,135 lbs.,,Orthodox,,
Tommy Hayden,175.26,145 lbs.,,Southpaw,1986-03-11,1349.0
Mike Hayes,193.04,230 lbs.,,Orthodox,,
Ryan Hayes,,--,,,,
Gerric Hayes,177.8,--,,,,
Josh Haynes,175.26,170 lbs.,,Orthodox,1977-07-30,1508.0
Dustin Hazelett,185.42,170 lbs.,76,Orthodox,1986-04-29,1067.0
James Head,185.42,170 lbs.,73,Orthodox,1984-02-09,1426.0
Pat Healy,182.88,155 lbs.,72,Orthodox,1983-07-20,1204.0
Ryan Healy,185.42,155 lbs.,,Orthodox,1983-07-20,
Spencer Hearns,180.34,185 lbs.,,,,
David Heath,180.34,205 lbs.,72,Orthodox,1976-02-10,1627.0
Chris Heatherly,175.26,155 lbs.,,Orthodox,1987-11-24,1395.0
Jake Hecht,182.88,170 lbs.,73,Orthodox,1984-02-09,1452.0
Donavon Hedrick,,185 lbs.,,Orthodox,1997-03-21,
Nick Hein,167.64000000000001,155 lbs.,66,Southpaw,1984-04-24,1595.0
Ian Heinisch,180.34,185 lbs.,72,Orthodox,1988-08-05,1580.0
Marcin Held,175.26,155 lbs.,71,Orthodox,1992-01-18,1294.0
Delson Heleno,180.34,185 lbs.,,Orthodox,1977-11-16,1805.0
Matt Helm,,155 lbs.,,,,
Elisha Helsper,167.64000000000001,135 lbs.,,Orthodox,1983-02-06,
Dan Henderson,180.34,185 lbs.,74,Orthodox,1970-08-24,1932.0
Benson Henderson,175.26,170 lbs.,70,Southpaw,1983-11-16,1432.0
Ron Henderson,177.8,125 lbs.,,,,
Josh Hendricks,187.96,235 lbs.,,Southpaw,1976-08-28,1681.0
Johny Hendricks,175.26,185 lbs.,69,Southpaw,1983-09-12,1390.0
Cory Hendricks,190.5,205 lbs.,,Switch,1988-05-10,1469.0
Luis Henrique,187.96,243 lbs.,74,Orthodox,1993-08-21,1165.0
Jose Henrique,190.5,170 lbs.,79,Orthodox,2002-05-23,
Paulo Henrique,170.18,125 lbs.,69,,2002-07-03,
Diego Henrique da Silva,187.96,185 lbs.,,Orthodox,1986-08-22,
Danny Henry,182.88,145 lbs.,73,Orthodox,1988-07-17,1668.0
Victor Henry,170.18,135 lbs.,68,Switch,1987-05-04,1811.0
TJ Hepburn,170.18,155 lbs.,,,,
Jai Herbert,185.42,155 lbs.,77,Orthodox,1988-05-13,1680.0
Ed Herman,185.42,205 lbs.,77,Orthodox,1980-10-02,1342.0
Dave Herman,193.04,242 lbs.,77,Orthodox,1984-10-03,1428.0
Jack Hermansson,185.42,185 lbs.,77,Orthodox,1988-06-10,1473.0
Noe Hernandez,,--,,Orthodox,,
Joe Hernandez,,--,,,,
Ramiro Hernandez,175.26,135 lbs.,,Orthodox,1986-07-22,1415.0
Alexander Hernandez,175.26,155 lbs.,72,Orthodox,1992-10-01,1326.0
Anthony Hernandez,182.88,185 lbs.,75,Orthodox,1993-10-18,1319.0
Nohelin Hernandez,177.8,135 lbs.,71,Orthodox,1994-03-01,1322.0
Carlos Hernandez,172.72,125 lbs.,67,Orthodox,1993-10-25,1478.0
Leslie Hernandez,160.02,115 lbs.,64,Orthodox,1997-12-29,
Paul Herrera,177.8,185 lbs.,,Orthodox,,
Chris Herrera,177.8,185 lbs.,,,,
Geane Herrera,165.1,125 lbs.,66,Orthodox,1990-05-27,1314.0
Alvaro Herrera Mendoza,182.88,155 lbs.,74,Orthodox,1990-05-14,1331.0
Felice Herrig,162.56,115 lbs.,65,Orthodox,1984-09-18,1689.0
Heath Herring,193.04,250 lbs.,78,Orthodox,1978-03-02,1508.0
Jon Hess,200.66,295 lbs.,,,,
Clint Hester,187.96,205 lbs.,77,Orthodox,1986-11-21,1377.0
Brandon Hester,185.42,205 lbs.,,,,
Jimy Hettes,175.26,145 lbs.,71,Southpaw,1987-06-09,1281.0
Conor Heun,177.8,155 lbs.,,Orthodox,1979-02-11,
Marcus Hicks,167.64000000000001,155 lbs.,64,Southpaw,1975-11-25,
Jay Hieron,182.88,170 lbs.,75,Orthodox,1976-07-29,1455.0
Brady Hiestand,172.72,135 lbs.,71,Orthodox,1999-04-30,1165.0
Lee Higgins,,155 lbs.,,,1980-07-14,
Jason High,172.72,155 lbs.,73,Southpaw,1981-10-12,1485.0
Richie Hightower,172.72,170 lbs.,,Orthodox,1974-11-26,1723.0
Alex Higley,177.8,145 lbs.,,,,
Corey Hill,193.04,155 lbs.,80,Orthodox,1978-10-03,1552.0
Isaiah Hill,177.8,155 lbs.,,,,
Angela Hill,160.02,115 lbs.,64,Orthodox,1985-01-12,1560.0
Tyler Hill,190.5,170 lbs.,,Switch,1991-08-10,
Jamahal Hill,193.04,205 lbs.,79,Southpaw,1991-05-19,1541.0
Kailan Hill,185.42,185 lbs.,77,Southpaw,1994-12-01,
Alvin Hines,187.96,265 lbs.,74,Orthodox,1991-10-20,1757.0
Branden Lee Hinkle,190.5,235 lbs.,,Orthodox,1973-07-29,1696.0
Hatsu Hioki,180.34,145 lbs.,73,Orthodox,1983-07-18,1540.0
Alan Hiro,165.1,135 lbs.,,Orthodox,1986-04-04,
Kuniyoshi Hironaka,177.8,168 lbs.,70,Orthodox,1976-06-17,1582.0
Mizuto Hirota,170.18,155 lbs.,67,Orthodox,1981-05-05,1674.0
Yuji Hisamatsu,177.8,185 lbs.,,,1971-09-18,
An Tuan Ho,167.64000000000001,125 lbs.,66,Switch,2000-09-27,
Kwan Ho Kwak,165.1,135 lbs.,,Switch,1989-06-18,1430.0
Matt Hobar,177.8,135 lbs.,70,Southpaw,1987-01-07,1429.0
Bobby Hoffman,187.96,245 lbs.,,Orthodox,1968-10-28,1722.0
Chris Hofmann,182.88,170 lbs.,72,Orthodox,1989-11-18,
Sam Hoger,187.96,205 lbs.,,Orthodox,1980-06-28,1310.0
Josh Hokit,185.42,238 lbs.,73,Orthodox,1997-11-12,
Andrew Holbrook,180.34,155 lbs.,70,Southpaw,1986-02-06,1537.0
Sean Holden,177.8,170 lbs.,,,1984-09-17,
Chris Holdsworth,180.34,135 lbs.,,,1987-10-24,1362.0
Kevin Holland,190.5,170 lbs.,81,Orthodox,1992-11-05,1343.0
Roger Hollett,180.34,205 lbs.,,Orthodox,1978-10-08,1771.0
Max Holloway,180.34,145 lbs.,69,Orthodox,1991-12-04,1052.0
Gabrielle Holloway,160.02,145 lbs.,,,1990-04-15,
Jeremie Holloway,182.88,170 lbs.,,,1984-09-29,
Holly Holm,172.72,135 lbs.,69,Southpaw,1981-10-17,1741.0
Rex Holman,190.5,205 lbs.,,Southpaw,,
Joseph Holmes,193.04,185 lbs.,80,Orthodox,1995-07-04,1384.0
Brandon Holmes,187.96,185 lbs.,74,Orthodox,1997-02-05,
Kurt Holobaugh,180.34,155 lbs.,70,Orthodox,1986-09-08,1389.0
Paddy Holohan,177.8,125 lbs.,69,Orthodox,1988-05-03,1367.0
Ben Holscher,180.34,155 lbs.,,,,
Mark Holst,182.88,155 lbs.,,Orthodox,1985-08-14,1296.0
Scott Holtzman,175.26,155 lbs.,69,Orthodox,1983-09-30,1662.0
Sabah Homasi,182.88,170 lbs.,72,Orthodox,1988-10-19,1452.0
Mark Hominick,172.72,145 lbs.,68,Orthodox,1982-07-22,1501.0
Barb Honchak,162.56,125 lbs.,65,Orthodox,1979-08-30,2027.0
Chris Honeycutt,177.8,170 lbs.,73,,1988-07-25,
JunYoung Hong,175.26,145 lbs.,69,Orthodox,1990-12-18,
SeongChan Hong,170.18,155 lbs.,69,Orthodox,1989-11-28,
Satoshi Honma,185.42,205 lbs.,,Orthodox,1968-05-19,
David Hood,182.88,200 lbs.,,,,
Lorenzo Hood,190.5,265 lbs.,80,Southpaw,1989-03-02,
Dan Hooker,182.88,155 lbs.,75,Switch,1990-02-13,1283.0
Chase Hooper,185.42,155 lbs.,74,Southpaw,1999-09-13,1081.0
Darrell Horcher,177.8,155 lbs.,70,Southpaw,1987-07-28,1498.0
Moti Horenstein,193.04,230 lbs.,,Orthodox,,
Yoshinori Horie,172.72,145 lbs.,70,Orthodox,1995-05-10,1263.0
Kyoji Horiguchi,165.1,125 lbs.,66,Orthodox,1990-10-12,1201.0
Yuma Horiuchi,167.64000000000001,125 lbs.,67,Switch,1997-09-22,
Jeremy Horn,185.42,185 lbs.,74,Orthodox,1975-08-25,1564.0
Matt Horning,162.56,125 lbs.,,,,
Chris Horodecki,175.26,155 lbs.,69,Orthodox,1987-09-24,
Jamey-Lyn Horth,170.18,125 lbs.,66,Orthodox,1990-03-30,1726.0
Matt Horwich,185.42,185 lbs.,,Orthodox,1978-10-02,1568.0
John Hosman,177.8,135 lbs.,,Southpaw,1980-11-13,
Saeed Hosseini,,--,,,,
Jeff Hougland,170.18,135 lbs.,68,Orthodox,1978-08-02,1762.0
Trey Houston,180.34,185 lbs.,,,,
Jamie Houston,,185 lbs.,,,,
Brian Houston,187.96,185 lbs.,,Orthodox,1981-04-26,1697.0
Harold Howard,187.96,240 lbs.,,Orthodox,,
John Howard,170.18,170 lbs.,72,Orthodox,1983-03-01,1449.0
Shane Howell,172.72,125 lbs.,,Orthodox,1983-11-28,1595.0
Hu Yaozong,190.5,185 lbs.,72,Orthodox,1995-04-07,1181.0
Carlos Huachin,162.56,135 lbs.,67,Southpaw,1996-06-04,1196.0
Brady Huang,175.26,135 lbs.,69,Orthodox,1992-12-16,
Yuele Huang,,145 lbs.,,,2000-07-04,
Huang Feier,165.1,115 lbs.,65,Orthodox,1994-03-12,
Austin Hubbard,177.8,155 lbs.,71,Orthodox,1991-12-22,1429.0
Collin Huckbody,190.5,185 lbs.,76,Orthodox,1994-09-29,
Alex Huddleston,200.66,254 lbs.,,,1986-08-11,
Roger Huerta,175.26,155 lbs.,70,Orthodox,1983-05-20,1316.0
Casey Huffman,190.5,185 lbs.,,,,
Matt Hughes,175.26,170 lbs.,73,Switch,1973-10-13,1581.0
Mark Hughes,175.26,205 lbs.,,Southpaw,1973-10-13,
Jeff Hughes,187.96,250 lbs.,77,Orthodox,1988-05-17,1607.0
Sam Hughes,165.1,115 lbs.,64,Orthodox,1992-06-28,1484.0
Victor Hugo,170.18,135 lbs.,71,Orthodox,1992-11-22,1636.0
David Hulett,177.8,170 lbs.,,,1980-09-07,
Dominik Humburger,,185 lbs.,,,1996-01-03,
Bryan Humes,,265 lbs.,,,,
Abongo Humphrey,180.34,205 lbs.,,Orthodox,,
Harry Hunsucker,187.96,205 lbs.,75,Orthodox,1989-01-03,1680.0
Mark Hunt,177.8,265 lbs.,72,Orthodox,1974-03-23,1957.0
Alex Hunter,175.26,226 lbs.,,Orthodox,,
Adam Hunter,185.42,185 lbs.,,Orthodox,1983-10-16,
Joe Hurley,172.72,155 lbs.,,,1978-06-24,
Solomon Hutcherson,180.34,185 lbs.,,Southpaw,1972-08-31,1764.0
Young Hwang,175.26,135 lbs.,,,1988-09-02,
In Su Hwang,180.34,185 lbs.,74,Orthodox,1994-01-18,
Al Iaquinta,177.8,155 lbs.,70,Orthodox,1987-04-30,1309.0
Khadis Ibragimov,190.5,205 lbs.,78,Orthodox,1995-05-21,1266.0
Minoki Ichihara,170.18,178 lbs.,,Orthodox,,
Alibi Idiris,167.64000000000001,125 lbs.,68,Orthodox,1994-10-22,1608.0
Dan Ige,170.18,145 lbs.,71,Orthodox,1991-08-06,1400.0
Valeri Ignatov,175.26,170 lbs.,,Orthodox,,
Sergey Ignatov,175.26,210 lbs.,,Orthodox,,
Fabiano Iha,172.72,155 lbs.,,Orthodox,1970-07-28,1613.0
Seichi Ikemoto,180.34,168 lbs.,,Orthodox,1975-08-24,
Mikhail Iloukhine,175.26,205 lbs.,,Orthodox,1966-11-21,
Zelim Imadaev,182.88,170 lbs.,76,Orthodox,1995-01-25,1263.0
Yusuke Imamura,172.72,220 lbs.,,Orthodox,,
Masakazu Imanari,162.56,139 lbs.,,Southpaw,1976-02-10,
Nassourdine Imavov,190.5,185 lbs.,75,Orthodox,1996-03-01,1283.0
Brad Imes,200.66,265 lbs.,,Orthodox,1977-03-13,1494.0
Michael Imperato,170.18,135 lbs.,66,Switch,1989-09-01,
Rui Imura,177.8,135 lbs.,69,Southpaw,1999-03-24,
Chris Indich,177.8,170 lbs.,,,1987-04-22,1408.0
Chris Inman,,--,,,,
Guto Inocente,190.5,205 lbs.,,Orthodox,1986-05-29,1466.0
Enson Inoue,177.8,210 lbs.,,Orthodox,1967-04-15,
Egan Inoue,175.26,190 lbs.,,Southpaw,1965-07-04,
Katsuya Inoue,175.26,168 lbs.,,Southpaw,1979-08-10,
Takeshi Inoue,172.72,145 lbs.,,,1980-03-18,
Naoki Inoue,175.26,125 lbs.,71,Orthodox,1997-06-14,1097.0
Jorge Interiano,185.42,205 lbs.,,,,
Jason Ireland,175.26,161 lbs.,,Southpaw,1979-12-30,
James Irvin,187.96,205 lbs.,75,Orthodox,1978-09-12,1377.0
Eric Irvin,172.72,155 lbs.,,,1986-01-10,
Issa Isakov,175.26,155 lbs.,70,Orthodox,1989-10-22,
Mitsuhiro Ishida,167.64000000000001,154 lbs.,,Southpaw,1978-12-29,
Teruto Ishihara,170.18,135 lbs.,69,Southpaw,1991-07-23,1261.0
Satoshi Ishii,180.34,240 lbs.,,Orthodox,1986-12-19,
Yuki Ishikawa,180.34,205 lbs.,,Orthodox,,
Eiji Ishikawa,177.8,170 lbs.,,,1979-10-12,
Tokimitsu Ishizawa,182.88,185 lbs.,,Orthodox,1968-08-05,
Damir Ismagulov,177.8,155 lbs.,74,Orthodox,1991-02-03,1451.0
Wallid Ismail,170.18,205 lbs.,,Orthodox,1968-02-23,
Leandro Issa,170.18,135 lbs.,69,Orthodox,1983-09-19,1606.0
Kuya Ito,165.1,135 lbs.,66,Orthodox,1996-10-07,
Blagoy Ivanov,180.34,250 lbs.,73,Southpaw,1986-10-09,1657.0
Anthony Ivy,187.96,185 lbs.,74,Orthodox,1990-01-23,1598.0
Tomomi Iwama,160.02,155 lbs.,,Orthodox,,
Tatsuya Iwasaki,175.26,205 lbs.,,Orthodox,,
Taiga Iwasaki,185.42,185 lbs.,73,Orthodox,1997-07-07,
Saygid Izagakhmaev,,170 lbs.,,,1994-09-03,
Yoislandy Izquierdo,180.34,155 lbs.,,Southpaw,1984-01-09,1474.0
Hiroshi Izumi,,205 lbs.,,Orthodox,1982-06-22,
Yves Jabouin,170.18,135 lbs.,68,Orthodox,1979-05-30,1697.0
Kevin Jackson,177.8,199 lbs.,,Switch,,
Eugene Jackson,172.72,185 lbs.,,Orthodox,1966-09-23,1827.0
Quinton Jackson,185.42,205 lbs.,73,Orthodox,1978-06-20,1567.0
Jeremy Jackson,177.8,170 lbs.,,Orthodox,1982-09-19,1096.0
Damon Jackson,180.34,155 lbs.,71,Switch,1988-08-08,1359.0
Kenyon Jackson,182.88,185 lbs.,,,,
Mike Jackson,187.96,170 lbs.,74,Orthodox,1985-03-22,1611.0
Jason Jackson,185.42,170 lbs.,78,Orthodox,1990-10-30,
Montel Jackson,177.8,135 lbs.,75,Southpaw,1992-04-24,1371.0
Eric Jacob,,155 lbs.,,,,
Richard Jacobi,193.04,260 lbs.,75,Orthodox,1993-09-28,
Dustin Jacoby,190.5,205 lbs.,76,Orthodox,1988-04-04,1242.0
Justin James,177.8,155 lbs.,,Orthodox,1976-11-08,1561.0
Nate James,182.88,185 lbs.,,,1978-05-29,
Virna Jandiroba,160.02,115 lbs.,64,Orthodox,1988-05-30,1612.0
Ryan Janes,190.5,185 lbs.,76,Orthodox,1981-08-22,1841.0
YunSeong Jang,182.88,170 lbs.,72,Orthodox,2002-11-04,
Josh Janousek,180.34,185 lbs.,,Orthodox,1980-09-25,
Dave Jansen,175.26,155 lbs.,73,Orthodox,1979-08-21,
Jaime Jara,185.42,205 lbs.,,Southpaw,1969-08-02,
Gigo Jara,175.26,145 lbs.,,,,
Keith Jardine,187.96,185 lbs.,76,Orthodox,1975-10-31,1587.0
Brock Jardine,180.34,170 lbs.,,Orthodox,1985-07-10,1406.0
Josh Jarvis,,--,,,,
Rony Jason,170.18,145 lbs.,73,Orthodox,1984-03-21,1474.0
Jasmine Jasudavicius,170.18,125 lbs.,68,Orthodox,1989-03-01,1716.0
Louis Jauregui,170.18,170 lbs.,,,,
Yazmin Jauregui,160.02,115 lbs.,64,Orthodox,1999-02-28,1223.0
Justin Jaynes,170.18,145 lbs.,68,Orthodox,1989-08-10,1610.0
Joanna Jedrzejczyk,167.64000000000001,115 lbs.,65,Orthodox,1987-08-18,1405.0
Aaron Jeffery,187.96,185 lbs.,73,Orthodox,1992-11-14,
Trent Jenkins,187.96,185 lbs.,,,,
Bubba Jenkins,170.18,145 lbs.,,,1988-02-05,
Adrienna Jenkins,172.72,145 lbs.,,,1981-07-22,
Brandon Jenkins,182.88,155 lbs.,71,Switch,1991-09-30,1563.0
Jack Jenkins,170.18,145 lbs.,68,Switch,1993-11-03,1546.0
Steve Jennum,177.8,215 lbs.,,Orthodox,,
Ryan Jensen,185.42,185 lbs.,76,Orthodox,1977-09-20,1561.0
Kyle Jensen,175.26,170 lbs.,,Orthodox,1979-07-20,
Chan-Mi Jeon,165.1,115 lbs.,,Orthodox,1997-08-28,1032.0
Maciej Jewtuszko,182.88,155 lbs.,,Southpaw,1981-01-31,1569.0
Ronald Jhun,180.34,170 lbs.,,Orthodox,1970-09-21,1769.0
Baergeng Jieleyisi,175.26,145 lbs.,71,Orthodox,1995-11-24,1513.0
Gilbert Jimenez,,155 lbs.,,,,
Ramiro Jimenez,175.26,145 lbs.,73,Southpaw,1999-01-16,
Art Jimmerson,185.42,196 lbs.,,Orthodox,1963-08-04,
Ryan Jimmo,185.42,205 lbs.,73,Orthodox,1981-11-27,1599.0
Jinensibieke Asikeerbai,167.64000000000001,155 lbs.,69,Orthodox,1988-07-10,
Jiniushiyue,167.64000000000001,125 lbs.,68,Southpaw,2000-12-09,
Sung Bin Jo,182.88,145 lbs.,72,Orthodox,1992-07-17,1402.0
Carls John De Tomas,165.1,125 lbs.,71,Southpaw,1996-08-28,1085.0
Phil Johns,157.48000000000002,170 lbs.,,Southpaw,1968-10-22,
Brett Johns,170.18,135 lbs.,71,Orthodox,1992-02-21,1345.0
Miles Johns,170.18,135 lbs.,68,Orthodox,1994-03-30,1328.0
Anthony Johnson,187.96,205 lbs.,78,Orthodox,1984-03-06,1228.0
DaMarques Johnson,185.42,170 lbs.,75,Orthodox,1982-06-28,1407.0
Devin Johnson,,--,,,,
Travis Johnson,,205 lbs.,,,,
Ricky Johnson,172.72,145 lbs.,,Orthodox,,
Tony Johnson,187.96,205 lbs.,76,Orthodox,1983-05-02,
Lavar Johnson,193.04,240 lbs.,82,Orthodox,1977-06-11,1807.0
Demetrious Johnson,160.02,125 lbs.,66,Orthodox,1986-08-13,1277.0
Michael Johnson,177.8,155 lbs.,73,Southpaw,1986-06-04,1278.0
Deshaun Johnson,,167 lbs.,,,,
Kajan Johnson,180.34,155 lbs.,75,Orthodox,1984-04-21,1621.0
Dashon Johnson,170.18,145 lbs.,,Orthodox,1988-01-25,1378.0
Timothy Johnson,190.5,265 lbs.,77,Southpaw,1985-03-13,1568.0
Tony Johnson,185.42,265 lbs.,,,,
Jordan Johnson,187.96,205 lbs.,79,Orthodox,1988-11-18,1471.0
Taylor Johnson,182.88,185 lbs.,74,Switch,1990-11-09,
Chad Johnson,187.96,230 lbs.,80,Orthodox,1986-07-22,
Jose Johnson,182.88,125 lbs.,71,Orthodox,1995-05-20,1473.0
Charles Johnson,175.26,125 lbs.,70,Switch,1991-01-10,1645.0
Donte Johnson,172.72,185 lbs.,74,Southpaw,1999-01-25,
Brian Johnston,190.5,230 lbs.,,Orthodox,,
Liana Jojua,162.56,125 lbs.,62,Orthodox,1995-03-22,1321.0
Nikola Joksovic,,170 lbs.,,,1994-09-11,
Daniel Jolly,185.42,205 lbs.,75,Orthodox,1984-09-03,1615.0
Paul Jones,175.26,199 lbs.,,Orthodox,1963-06-16,
Jon Jones,193.04,248 lbs.,84,Orthodox,1987-07-19,1167.0
Nathan Jones,210.82,345 lbs.,,Orthodox,1970-08-21,
Marcus Jones,198.12,265 lbs.,,Orthodox,1973-08-15,1894.0
Carlton Jones,185.42,225 lbs.,,Orthodox,,
Jesse Jones,175.26,170 lbs.,,,,
Tito Jones,172.72,145 lbs.,,Southpaw,1981-07-31,
Roy Jones,,205 lbs.,,,1983-10-26,
Justin Jones,180.34,185 lbs.,,Orthodox,1987-09-06,1421.0
Ben Jones,,185 lbs.,,,,
Victor Jones,,145 lbs.,,,,
Chris Jones,175.26,149 lbs.,,,1981-11-16,
Roshaun Jones,172.72,135 lbs.,,,,
Jamelle Jones,182.88,205 lbs.,75,Orthodox,1988-01-31,
Antonio Jones,180.34,185 lbs.,,Orthodox,1985-04-12,
Trevin Jones,170.18,135 lbs.,70,Southpaw,1990-08-04,1568.0
Mason Jones,177.8,155 lbs.,74,Orthodox,1995-04-26,1343.0
Craig Jones,,205 lbs.,,,1991-07-17,
Jacobi Jones,175.26,155 lbs.,72,Orthodox,1996-05-24,
Jocelyn Jones-Lybarger,170.18,115 lbs.,64,Orthodox,1985-10-04,1575.0
Kevin Jordan,190.5,245 lbs.,,Orthodox,1970-12-31,1796.0
Joe Jordan,167.64000000000001,155 lbs.,,Orthodox,1978-07-27,1458.0
Shawn Jordan,182.88,260 lbs.,75,Southpaw,1984-10-21,1427.0
Ivan Jorge,175.26,155 lbs.,73,Orthodox,1980-11-07,1712.0
Scott Jorgensen,165.1,135 lbs.,66,Orthodox,1982-09-17,1533.0
Gareth Joseph,,205 lbs.,,,,
Dwight Joseph,167.64000000000001,135 lbs.,,Switch,1989-08-16,
Jeff Joslin,182.88,170 lbs.,,Orthodox,1975-04-30,1650.0
Krzysztof Jotko,185.42,185 lbs.,77,Southpaw,1989-08-19,1267.0
Alan Jouban,182.88,170 lbs.,73,Southpaw,1981-11-25,1707.0
Charles Jourdain,175.26,135 lbs.,69,Switch,1995-11-27,1224.0
Louis Jourdain,175.26,135 lbs.,69,Orthodox,1997-03-13,
Kevin Jousset,187.96,170 lbs.,75,Orthodox,1993-05-02,1596.0
Mike Joy,167.64000000000001,155 lbs.,,Southpaw,1985-07-18,
Dustin Joynson,198.12,244 lbs.,78,Orthodox,1985-10-14,
Tony Juarez,,155 lbs.,,,,
Jesse Juarez,185.42,170 lbs.,,Orthodox,1981-05-08,
Ernie Juarez,172.72,145 lbs.,70,,1998-01-12,
Anshul Jubli,182.88,155 lbs.,69,Switch,1995-01-13,1464.0
Carli Judice,170.18,125 lbs.,68,Southpaw,1999-03-02,1358.0
Steve Judson,180.34,230 lbs.,,Orthodox,,
Luke Jumeau,180.34,170 lbs.,72,Orthodox,1988-02-12,1545.0
Bu-Kyung Jung,170.18,154 lbs.,,Orthodox,1978-05-26,
Chan Sung Jung,170.18,145 lbs.,72,Orthodox,1987-03-17,1290.0
Young Sam Jung,172.72,139 lbs.,,Orthodox,1985-10-27,
Da Woon Jung,193.04,205 lbs.,78,Orthodox,1993-12-07,1457.0
Scott Junk,185.42,265 lbs.,,Orthodox,1978-12-17,1500.0
Myles Jury,177.8,145 lbs.,73,Orthodox,1988-10-31,1260.0
Cristiane Justino,172.72,145 lbs.,68,Orthodox,1985-07-09,1609.0
Patrick Kaase,175.26,185 lbs.,,,,
Emily Kagan,160.02,115 lbs.,,,1981-07-14,1795.0
Oron Kahlon,172.72,135 lbs.,70,Orthodox,1984-11-04,
Kaiwen,172.72,145 lbs.,71,Switch,1995-10-16,
Sirwan Kakai,165.1,135 lbs.,,Orthodox,1989-10-03,1342.0
Saidyokub Kakhramonov,172.72,135 lbs.,69,Orthodox,1995-11-14,1344.0
Geza Kalman,185.42,200 lbs.,,,,
Bryson Kamaka,180.34,170 lbs.,,Orthodox,,
Kai Kamaka,170.18,145 lbs.,69,Orthodox,1995-01-05,1351.0
Shah Kamali,,265 lbs.,,,1998-10-25,
Shuya Kamikubo,165.1,135 lbs.,68,Switch,1993-04-12,
Daichi Kamiya,172.72,155 lbs.,68,Southpaw,1999-04-19,
Martin Kampmann,182.88,170 lbs.,72,Orthodox,1982-04-17,1377.0
Koya Kanda,175.26,145 lbs.,75,Southpaw,1995-12-20,
Bharat Kandare,170.18,135 lbs.,72,Orthodox,1987-06-20,1588.0
Hiromitsu Kanehara,177.8,200 lbs.,,Orthodox,1970-10-05,
